SName,Lyric,Artist,Genres
Ain't No Sunshine,"Ain't no sunshine when he's gone
It's not warm when he's away
Ain't no sunshine when he's gone
And he’s always gone too long anytime he goes away

Wonder this time where he's gone
Wonder if he's gone to stay
Ain't no sunshine when he's gone
And this house just ain't no home
Anytime he goes away

And I know, I know, I know, I know
I know, I know, I know, I know
I know, I know, I know, I know
I know, I know, I know, I know
I know, I know, I know, I know
I know, I know, I know, I know
I know, I know

Hey I'll leave the young thing alone
But ain't no sunshine when he's gone
Ain't no sunshine when he's gone
Only darkness everyday

Ain't no sunshine when he's gone
And this house just ain't no home
Anytime he goes away
Anytime he goes away
Anytime he goes away
Anytime he goes away",Joan Osborne,Pop
Alone With You,"Every day I thank the Lord above
For giving me such a way with love
Oohh baby, what I wouldn't do
Just to be alone with you

You'd be crazy to resist
(You'd be crazy to resist)
I won't rest until I'm properly kissed
(Until I'm kissed)
Oohh baby, what I wouldn't do
(What I wouldn't do)
Just to be alone with you

I'm a full-grown woman and I'm in my prime
I know how to love you and I take my time
I'll wrap you up in all my curls
Make you forget all about your other girls

No one will know baby, no one will see
(No one will see)
No one can touch you now because you're safe with me
(You're safe with me)
Oohh baby, what I wouldn't do
(What I wouldn't do)
Just to be alone with you

Oohh baby, what I wouldn't do
(What I wouldn't do)
Just to be alone with you
(Just to be alone with you)
Just to be alone with you
(Just to be alone with you)
Oh just to be alone
Just to be alone",Joan Osborne,Pop
Angel Face,"I was struck down by your angel face

I had a father
I had a brother
I had a husband and I had a lover
I had a son he filled me with wonder

But I was struck down by your angel face

I was a woman
I was a mother
Wake in a fever from what I've been under
You made my heart beat
like god made the thunder

I was struck down by your angel face

Oh, did I tell you?
Did I bother to mention
you're keeping me worried
building up tension
Spinning out of control
Don't trust my intention since

I was struck down by your angel face
(repeat)
",Joan Osborne,Pop
Angels We Have Heard On High,"Angels we have heard on high
Sweetly singing our the plains
And the mountains in reply
Echoing their joy straings

Gloria in excelsis Deo
Gloria in excelsis Deo

Come to Bethlehem and see
Him whose birth the angels sing
Come, adore on bended knee
Christ, the Lord, the new-born King

Gloria in excelsis Deo
Gloria in excelsis Deo
See him in a manger laid
Whom the angels praise above
Mary, Joseph, lend your aid
While our hearts in love we raise
Gloria in excelsis Deo
Gloria in excelsis Deo",Joan Osborne,Pop
At Last,"At last my love has come along
My lonely days are over
And life is like a song

At last the skies above are blue
My heart was wrapped in clover
The night I looked at you

I found a dream that I could speak to
A dream that I could call my own
I found a thrill to press my cheek to
A thrill that I have never, never known

Oh, you smiled
And then the spell was cast
And here we are in heaven
For you are mine
At last

You are mine
At last
You are mine
At last
",Joan Osborne,Pop
Away In A Manger,"Away in a manger,
No crib for His bed
The little Lord Jesus
Laid down His sweet head

The stars in the sky
Looked down where He lay
The little Lord Jesus
Asleep in the hay

The cattle are lowing
The poor Baby awakes
A little Lord Jesus
No crying He makes

I love Thee, Lord Jesus
Look down from the sky
And stay by my side,
'Til morning is nigh.

Be near me, Lord Jesus,
I ask Thee to stay
Close by me forever
And love me I pray

Bless all the dear children
In Thy tender care
And take us to heaven
To live with Thee there

take us to heaven...",Joan Osborne,Pop
Axis: Bold As Love,"Axis: Bold As Love
Written by Jimi Hendrix

Anger, he smiles,
towering in shiny metallic purple armour
Queen Jealousy, envy waits behind him
Her fiery green gown sneers at the grassy ground

Blue are the life-giving waters taken for granted,
They quietly understand
Once happy turquoise armies lay opposite ready,
But wonder why the fight is on

But they're bold as love, just as bold as love
Yeah, they're bold as love
Just ask the axis

My red is so confident that he flashes trophies of war,
and ribbons of euphoria
Orange is young and full of daring,
But very unsteady for the first go round
My yellow in this case is not so mellow
In fact I'm trying to say it's frigthened like me
And all these emotions of mine keep holding me from
Giving my life to a rainbow like you

I'm as bold as love, I'm as bold as love
Just as bold as love
Just ask the axis
",Joan Osborne,Pop
Baby Is A Butterfly,"There's a mansion on the moon
Honey we will be there soon
Into ships our dreams are tossed
Hold my hand and let's get lost

Baby Is a Butterfly
Silken wings and eagle eye
Watch her running up the sky
Oh Baby…is a butterfly

Rivers never stop to rest
Sparrows know that they are blessed
(going forth into the night
Beckoned by the city lights)

Baby Is a Butterfly
See her swimming in the sky
Hurts me so to hear her cry
Oh baby…is a butterfly

Staying all day at the fair
Evening primrose in her hair
Everything's a miracle
Now my cup is always full

Baby Is a Butterfly
Silken skin and eagle eye
We'll be angels by and by
Baby…is a butterfly

(alt. verse couplet)
Stars are hiding in the clouds
Branches gonna catch them now",Joan Osborne,Pop
Baby Love,"Tender as a peach
someone I would love to teach
Started as a joke
just a lazy little poke
Woke up one sweet day
and I could not run away
Ears will start to bleed
No I cannot take this speed

(chorus)
I'm in baby love
I'm in baby love
I'm in baby love again

I was innocent
wonder where your manners went
How was I to know
it would never let me go
Drag it through the mud
will we ever see some blood
You would try to leave
something I can not conceive

(Chorus)
I'm in baby love
I'm in baby love
I'm in baby love again

Take me in your fist
prove to me that you exist
Be as plain as day
watch my body melt away
There in black and white
victim of my appetite
Make me understand
do you want to be the man?

(chorus)
I'm in baby love
I'm in baby love
I'm in baby love again

",Joan Osborne,Pop
Billie Listens (To Your Heartbeat),"Comin' out of the window
Watchin' down from the wall
Billie listens to your heartbeat
Floatin' down the hall
You think my eyes are covered over
You think my heart has crawled away
Billie listens to your heartbeat
When I don't know what to say
I meant to be your drivin' wheel
I meant to be your swing
If I had a tongue like that
I would keep you safe
I would keep you safe from everything
I made a deal with the ocean
I made a deal with the ground
Billie listins to your heartbeat
When I'm not around
When I'm not around

",Joan Osborne,Pop
Boy Dontcha Know,"She sees them out on the street in the mornin'
The hard legs in the slim headwalk
When they look down, there's no blood in the water
And people listen to them when they talk

She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?

She'd like to get something off her chest
She knows that time isn't on her side
They told her she gets to have it all
A pretty story but she knows they lied, lied

She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?

Just as the ghost of Miss Monroe
Be the best in the world and have nothin' to show
Be a meal for the wolves or a rich man's prize
Peak around that door, see their hunger in their eyes
Well, it comes as no surprise

And when she's lookin' good, so good, mighty good
She feels a target on her back
And if she doesn't try to soothe your ego
She stands accused of a mood so black, so black

She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?
She'd rather be a boy, dontcha know?
She'd much rather be a boy, dontcha know?
Oh yes, she'd rather be a boy, dontcha know?
Well, she'd rather be a boy, dontcha know?
Oh, she'd much rather be a boy, dontcha know
Dontcha know, dontcha know?

(Boy, dontcha know
Boy, dontcha know
Boy, dontcha know
Boy, dontcha know)

Well, she'd rather be a
She'd rather, she'd rather
She'd rather, she'd rather
She'd rather be a little boy, dontcha know?
She'd rather, she'd rather
She'd rather, she'd rather
Boy, dontcha know?",Joan Osborne,Pop
